NOMBRE,EQUIPAMIENTO,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,NUM,DISTRITO,LATITUD,LONGITUD
Instalación Deportiva Municipal Básica Martala I,Pista polideportiva (con marcajes de fútbol sala y 2 de baloncesto) 3 Pistas de Chito 3 Tenis de mesa,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ebc063952e391110VgnVCM2000000c205a0aRCRD,PICO DE LOS ARTILLEROS,CALLE,5,MORATALAZ,40.40890578131284,-3.6402341225344186
Instalación Deportiva Municipal Básica Maruja Mallo,1 Pista polideportiva,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ac493da191f61110VgnVCM1000000b205a0aRCRD,MARUJA MALLO,AVENIDA,7,HORTALEZA,40.4781907268689,-3.631028940050612
Instalación Deportiva Municipal Básica María Inmaculada,1 Pista polideportiva,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e15c12386f961110VgnVCM1000000b205a0aRCRD,CRUCES,CAMINO,,CARABANCHEL,40.37304552875526,-3.7572050357095375
Instalación Deportiva Municipal Básica María de Austria,1 Pista de chito1 Pista de petanca1 Pista de calva,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1115bed1e3f65110VgnVCM1000000b205a0aRCRD,EMPERATRIZ MARÍA DE AUSTRIA,PARQUE,,CARABANCHEL,40.379458518215856,-3.7265416703894902
Instalación Deportiva Municipal Básica Matilde Gayo,1 Pista de baloncesto. 1 Tenis de Mesa,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2ca8207c4a4e1110VgnVCM1000000b205a0aRCRD,MATILDE GAYO,CALLE,4,USERA,40.38993834608832,-3.702854085952854
Instalación Deportiva Municipal Básica Maíz,2 Tenis de mesa.,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=71817ad2f95e1110VgnVCM1000000b205a0aRCRD,RICARDO BELTRAN Y ROZPIDE,CALLE,28,USERA,40.37541212545376,-3.7151896535378657
Instalación Deportiva Municipal Básica Medio Amposta,2 Pistas polideportivas,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e5289695ed9e1110VgnVCM1000000b205a0aRCRD,ALBERIQUE,CALLE,,SAN BLAS-CANILLEJAS,40.42900772144501,-3.6182140003992127
Instalación Deportiva Municipal Básica Mercedes Arteaga,1 Pista polideportiva,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=483d9d7a55961110VgnVCM1000000b205a0aRCRD,MERCEDES ARTEAGA,CALLE,S/N,CARABANCHEL,40.39285448180102,-3.7223142167649614
Instalación Deportiva Municipal Básica Miguel Aracil,Pista de fútbol sala (tierra).,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d75730fdedac4110VgnVCM1000000b205a0aRCRD,JOAQUIN LORENZO,CALLE,39,FUENCARRAL-EL PARDO,40.47423740722562,-3.727338140512541
Instalación Deportiva Municipal Básica Miguel Hernández (Parque lineal del Manzanares),1 Pista de baloncesto  1 Pista de fútbol sala,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3118c53477db2110VgnVCM1000000b205a0aRCRD,MIGUEL HERNANDEZ,AVENIDA,48,PUENTE DE VALLECAS,40.388508655777855,-3.635010469489507
Instalación Deportiva Municipal Básica Miguel Riesco,1 Pista de baloncesto,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7559d7a55961110VgnVCM1000000b205a0aRCRD,MIGUEL RIESCO,CALLE,7,HORTALEZA,40.46287029502265,-3.63217498812228
Instalación Deportiva Municipal Básica Miguel Riesco - Ramón Power,1 Pista de bolos y petanca2 Pistas de chito,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b66d141f97c5110VgnVCM1000000b205a0aRCRD,MIGUEL RIESCO,CALLE,1,HORTALEZA,40.46193413382862,-3.632148755414652
Instalación Deportiva Municipal Básica Miguel Yuste,1 Pista de baloncesto1 Pista de fútbol sala,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=264d8d498a5e1110VgnVCM1000000b205a0aRCRD,MIGUEL YUSTE,CALLE,,SAN BLAS-CANILLEJAS,40.434344810420576,-3.622554460244901
Instalación Deportiva Municipal Básica Minaya,1 Pista de Baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=493e5a1006961110VgnVCM1000000b205a0aRCRD,MINAYA,CALLE,5,HORTALEZA,40.46831590638329,-3.636138538132129
Instalación Deportiva Municipal Básica Mirador de la Reina (Cerro Minguete),1 Campo de fútbol 7 (césped artificial) 1 Pista polideportiva (con marcajes de baloncesto longitudinal y transversal y balonmano) 2 Pistas de tenis 2 Pistas de padel (de césped artificial) 1 Pista de bolos y petanca 2 Pistas de tenis de mesa,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=72360e45fe291110VgnVCM2000000c205a0aRCRD,MIRADOR DE LA REINA,CALLE,2,FUENCARRAL-EL PARDO,40.48749191925204,-3.72696204399105
Instalación Deportiva Municipal Básica Mirasierra,Pista de baloncesto y pista polideportiva.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=beda96e321f05310VgnVCM1000000b205a0aRCRD,NURIA,CALLE,83,FUENCARRAL-EL PARDO,40.49489198180427,-3.711889917152989
Instalación Deportiva Municipal Básica Molino,2 Pistas de bolos y petanca.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=43cd6650164d8210VgnVCM2000000c205a0aRCRD,MOLINO,PASEO,2,ARGANZUELA,40.39048711965757,-3.6941878490165
Instalación Deportiva Municipal Básica Mondariz,Pista de fútbol sala y pista de balonmano.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c117d9359e735310VgnVCM2000000c205a0aRCRD,MONDARIZ,PLAZA,1,FUENCARRAL-EL PARDO,40.478823680515,-3.70542012801282
Instalación Deportiva Municipal Básica Monovar,1 Pista de patinaje,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=823c018d9d9a5310VgnVCM2000000c205a0aRCRD,MONOVAR,CALLE,3,HORTALEZA,40.4754249166852,-3.656909774001053
Instalación Deportiva Municipal Básica Montalbos,1 Pista de patinaje3 Pistas de chito,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b19d141f97c5110VgnVCM1000000b205a0aRCRD,MONTALBOS,CALLE,14,HORTALEZA,40.46443633174865,-3.637175309306409
Instalación Deportiva Municipal Básica Montecarmelo,Pista de baloncesto. Campo de fútbol 7 (césped artificial). Pista de fútbol sala,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc56395961e4f010VgnVCM2000000c205a0aRCRD,MONASTERIO DE EL PAULAR,CALLE,138,FUENCARRAL-EL PARDO,40.500438927851775,-3.700512809058562
Instalación Deportiva Municipal Básica Montecarmelo McDonald´s,Pista polideportiva.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f9419106482b610VgnVCM2000001f4a900aRCRD,MONTECARMELO,AVENIDA,1,FUENCARRAL-EL PARDO,40.50184008646731,-3.6969247603864392
Instalación Deportiva Municipal Básica Mártires Maristas,1 Pista de baloncesto.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=745473fc54ff0110VgnVCM1000000b205a0aRCRD,MARTIRES MARISTAS,AVENIDA,2,MONCLOA-ARAVACA,40.46223975914155,-3.719777931388968
Instalación Deportiva Municipal Básica Nevado de Cumbal,1 Campo de fútbol 11 de césped artificial (con 2 marcajes de fútbol 7),2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c03a3c00a6a51110VgnVCM1000000b205a0aRCRD,NEVADO DEL CUMBAL,CALLE,4,HORTALEZA,40.46928001670359,-3.63118145043629
Instalación Deportiva Municipal Básica Nicolasa Gómez,1 Pista polideportiva,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0afcfc5e5ae1110VgnVCM1000000b205a0aRCRD,NICOLASA GOMEZ,CALLE,1,SAN BLAS-CANILLEJAS,40.44448358264842,-3.615148388183279
Instalación Deportiva Municipal Básica Novecento,2 Pistas de baloncesto 1 Pista de voleibol,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2444df453adb2110VgnVCM1000000b205a0aRCRD,NOVECENTO,CALLE,6,PUENTE DE VALLECAS,40.37746079137422,-3.653695563861612
Instalación Deportiva Municipal Básica Nuestra Señora de Loreto,1 Pista de baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=50e8afe6d20e1110VgnVCM1000000b205a0aRCRD,TIMON,CALLE,16,BARAJAS,40.472636002948775,-3.585807144623962
Instalación Deportiva Municipal Básica Nuestra Señora de la Paloma,1 Pista Polideportiva,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8163d840e4623310VgnVCM2000000c205a0aRCRD,SAN FRANCISCO,CARRERA,4,CENTRO,40.41119640568488,-3.712232920009733
Instalación Deportiva Municipal Básica Nueva Esperanza,1 Pista de polideportiva1 Pista de patinaje,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e5fbfdaa18e61110VgnVCM1000000b205a0aRCRD,ANOETA,CALLE,1,VILLAVERDE,40.35262335736215,-3.69377598291594
Instalación Deportiva Municipal Básica Ontanilla,1 Campo de fútbol 7,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7036d915a1f65110VgnVCM1000000b205a0aRCRD,LOS POBLADOS,AVENIDA,,CARABANCHEL,40.37450904700692,-3.728526373827137
Instalación Deportiva Municipal Básica Orcasur II,2 Pistas de baloncesto  2 Pistas polideportivas  4 Tenis de mesa,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2058da3da4ce5310VgnVCM1000000b205a0aRCRD,ORCASUR,AVENIDA,53,USERA,40.36548482367132,-3.70183444457642
Instalación Deportiva Municipal Básica Orión-Jupiter,1 Pista de fútbol sala,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=52e3b49e430e1110VgnVCM1000000b205a0aRCRD,ORION,CALLE,52,BARAJAS,40.47625087283375,-3.579998848197848
Instalación Deportiva Municipal Básica Oscar y Jesús,1 Campo de fútbol (de tierra) 1 Pista de fútbol sala (con equipamiento para baloncesto también) Tenis de mesa,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=98bb53a201322110VgnVCM1000000b205a0aRCRD,SOLEDAD CAZORLA,CALLE,22,LATINA,40.37554983576344,-3.770874016639184
Instalación Deportiva Municipal Básica Oyarzun,2 Pistas de bolos y petanca,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=494c39d8c6ae1110VgnVCM1000000b205a0aRCRD,OYARZUN,PLAZA,1,USERA,40.36828992969283,-3.7159977494418186
Instalación Deportiva Municipal Básica P.A.R. Antonio López,1 Pista Polideportiva,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=647b204ea5971110VgnVCM1000000b205a0aRCRD,ANTONIO LOPEZ,CALLE,27,CARABANCHEL,40.39647249197412,-3.7127376145987054
Instalación Deportiva Municipal Básica P.A.R. Avda. Marqués de Corbera,1 Pista de patinaje,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=120225f8c62a1110VgnVCM1000000b205a0aRCRD,MARQUES DE CORBERA,AVENIDA,62,CIUDAD LINEAL,40.42725047921714,-3.6495207954387703
Instalación Deportiva Municipal Básica P.A.R. Avenida Rafaela Ybarra,1 Pista de balonmano,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b03e6ec3035e1110VgnVCM1000000b205a0aRCRD,RAFAELA YBARRA,AVENIDA,51,USERA,40.38063517341089,-3.711168779281528
Instalación Deportiva Municipal Básica P.A.R. Manuel Noya,1 Pista de fútbol sala,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=69561776595e1110VgnVCM1000000b205a0aRCRD,MANUEL NOYA,CALLE,2,USERA,40.38907128615593,-3.7120469132313434
Instalación Deportiva Municipal Básica P.A.R. Ramón Gómez de la Serna,1 pista de baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e76446a13a05310VgnVCM1000000b205a0aRCRD,RAMON GOMEZ DE LA SERNA,CALLE,49,FUENCARRAL-EL PARDO,40.483568695572096,-3.7247841639257406
Instalación Deportiva Municipal Básica Pablo Casals,1 Pista de Fútbol Sala,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d75d8672e92b2110VgnVCM1000000b205a0aRCRD,ERMITA DEL SANTO,PASEO,10,LATINA,40.41221418658154,-3.7238765894181416
Instalación Deportiva Municipal Básica Padre Claret,3 Pistas de Fútbol-Sala.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d6151b0ae3654310VgnVCM1000000b205a0aRCRD,PADRE CLARET,CALLE,18,CHAMARTIN,40.44961759191476,-3.6641939594197392
Instalación Deportiva Municipal Básica Padre Damián,5 Pistas de Pádel,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cbf5c8d56fd81110VgnVCM1000000b205a0aRCRD,PADRE DAMIAN,CALLE,24,CHAMARTIN,40.4564696428582,-3.6862384384972176
Instalación Deportiva Municipal Básica Palomeras Bajas,1 Campo de fútbol 11 de césped artificial,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f3800dcb2db2110VgnVCM1000000b205a0aRCRD,PUERTO DE BALBARAN,CALLE,6,PUENTE DE VALLECAS,40.37796856619296,-3.659660675353348
Instalación Deportiva Municipal Básica Parque Adelfas,1 Campo de Fútbol (de césped artificial)  2 Campos de chito  1 Pista de Baloncesto 1 Pista de pádel (cristal) Tenis de mesa,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=71041c7a2c61c010VgnVCM1000000b205a0aRCRD,MARTINEZ CORROCHANO esquina  con calle Luis Mitjans,CALLE,26,RETIRO,40.40327621720137,-3.668687789801956
Instalación Deportiva Municipal Básica Parque Alfredo Kraus,1 Pista de chito,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8cc23b3737d35310VgnVCM2000000c205a0aRCRD,MAR ADRIATICO,CALLE,7,HORTALEZA,40.470138614017166,-3.638880685402964
Instalación Deportiva Municipal Básica Parque Aluche,1 Campo de fútbol (de tierra) 1 Campo de fútbol (de césped artificial) 1 Pista de fútbol sala 3 Pistas de baloncesto 6 Pistas de bolos y petanca 3 Pistas de chito (en recinto cerrado) Tenis de Mesa Circuito de bicicletas,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=228a8244ca902110VgnVCM1000000b205a0aRCRD,VALMOJADO,CALLE,4,LATINA,40.39675520974048,-3.757541291696218
Instalación Deportiva Municipal Básica Parque Arroyo Fresno,1 Pista Polideportiva1 Pista Baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cee3f106d5835310VgnVCM1000000b205a0aRCRD,VENTISQUERO DE LA CONDESA,AVENIDA,43,FUENCARRAL-EL PARDO,40.49284296962057,-3.7169069720385446
Instalación Deportiva Municipal Básica Parque Arroyo Pozuelo I,1 Pistas de baloncesto 1 Pista de baloncesto 3x3 1 Pista de fútbol sala Tenis de mesa,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3a23f1d46adf0110VgnVCM1000000b205a0aRCRD,ARROYO DE POZUELO,CALLE,10,MONCLOA-ARAVACA,40.451500510488586,-3.772885180717082
Instalación Deportiva Municipal Básica Parque Boadilla,1 Pista polideportiva1 Pista de baloncesto1 Pista de petanca,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0d5dc38d4884110VgnVCM1000000b205a0aRCRD,BOADILLA DEL MONTE,CARRETERA,1,LATINA,40.39882092157157,-3.76670867691338
Instalación Deportiva Municipal Básica Parque Breogán,1 Campo de fútbol 7 (césped artificial)1 Pista de baloncesto1 Pista de fútbol sala4 Pistas de pádel1 Circuito de footing2 Tenis de mesa,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5aa6395961e4f010VgnVCM2000000c205a0aRCRD,BRASILIA,AVENIDA,2,SALAMANCA,40.43714103865148,-3.660887719467943
Instalación Deportiva Municipal Básica Parque Calle Onil,1 Pista de Fútbol Sala,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fce6339f272b2110VgnVCM1000000b205a0aRCRD,NAVIA,CALLE,12,LATINA,40.38610150059709,-3.7692152839405386
Instalación Deportiva Municipal Básica Parque Caramuel,1 Pista de patinaje,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4d0001ebdb902110VgnVCM1000000b205a0aRCRD,SEPULVEDA,CALLE,s/n,LATINA,40.40646058007316,-3.7291064770611655
Instalación Deportiva Municipal Básica Parque Cedral,1 Pista de baloncesto.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b051334e3d91110VgnVCM1000000b205a0aRCRD,RODRIGUEZ ILLANES,CALLE,S/N,CIUDAD LINEAL,40.462882951414265,-3.665044100462656
Instalación Deportiva Municipal Básica Parque Cerro Almodovar,Campo de fútbol (césped artificial)Campo de fútbol 7 (césped artificial)Pista de patinaje3 Pistas de chito6 Pistas de petancaBolera,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b3469c1a07dc5310VgnVCM2000000c205a0aRCRD,CERRO ALMODOVAR,PARQUE,,DISTRITO,40.39490618723927,-3.748188333818695
Instalación Deportiva Municipal Básica Parque Cerro Almodóvar,1 Campo de fútbol1 Campo de fútbol 71 Pista de patinaje6 Pistas de petanca3 Pistas de chitoBolera,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5cb236a106e12110VgnVCM1000000b205a0aRCRD,CERRO DE ALMODOVAR,CALLE,9,VILLA DE VALLECAS,40.38168820146643,-3.602327770076511
Instalación Deportiva Municipal Básica Parque Cuña Verde,2 Campos de fútbol4 Pistas de baloncesto1 Circuito de bicicletas,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6f683e25c8a51110VgnVCM1000000b205a0aRCRD,DAROCA,AVENIDA,300,VICALVARO,40.40969329689759,-3.618025439807104
Instalación Deportiva Municipal Básica Parque Darwin,2 Pistas de baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e99bf30a37391110VgnVCM2000000c205a0aRCRD,MORATALAZ,AVENIDA,93,MORATALAZ,40.40636372950178,-3.654976847656905
Instalación Deportiva Municipal Básica Parque Deportivo Doctor García Tapia 1,1 Pista de fútbol sala,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb4df76721491110VgnVCM2000000c205a0aRCRD,CARMEN AMAYA,CALLE,3,MORATALAZ,40.412165904142334,-3.656506372334948
Instalación Deportiva Municipal Básica Parque Deportivo Doctor García Tapia 2,1 Pista de baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34627f42efd85110VgnVCM1000000b205a0aRCRD,CARMEN AMAYA,CALLE,1,MORATALAZ,40.4121646993816,-3.6567185117699
Instalación Deportiva Municipal Básica Parque Doña Guiomar I - Sporting de Hortaleza,"2 Campos de fútbol 11 (césped artificial, con 2 marcajes de fútbol 7 cada uno)",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=419eccbdac3aa510VgnVCM1000001d4a900aRCRD,MONOVAR,CALLE,8,HORTALEZA,40.478288972462366,-3.655462973049023
Instalación Deportiva Municipal Básica Parque Doña Guiomar II,2 Pistas de baloncesto 3x3,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3553da4a6551110VgnVCM1000000b205a0aRCRD,ESTACION DE HORTALEZA,CARRETERA,7,HORTALEZA,40.47600256074518,-3.6551340067790528
Instalación Deportiva Municipal Básica Parque Doña Guiomar III,2 Tenis de mesa,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c20ed908b7551110VgnVCM1000000b205a0aRCRD,MONÓVAR,CALLE,4,HORTALEZA,40.47645416086136,-3.656518693476812
Instalación Deportiva Municipal Básica Parque El Calero,1 Pista de baloncesto1 Circuito de bicicletas,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=598745dbd6891110VgnVCM1000000b205a0aRCRD,VIRGEN DE NURIA,CALLE,S/N,CIUDAD LINEAL,40.43628667197228,-3.6526968257803736
Instalación Deportiva Municipal Básica Parque Estafeta,2 Pistas de baloncesto  1 Pista de basquet 3X3 1 Pista de mini basket 1 Pista polideportiva 4 Pistas de tenis de mesa,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3d151ae86f4e1110VgnVCM1000000b205a0aRCRD,ESTAFETA,CALLE,4,USERA,40.37401825584634,-3.692570044259999
Instalación Deportiva Municipal Básica Parque Eugenia de Montijo,Superficie: 1.200 m2  Equipamientos: 1 Campo de fútbol 2 Pistas de fútbol sala1 Pista de baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1cd3626222f61110VgnVCM1000000b205a0aRCRD,PARQUE EUGENIA DE MONTIJO,CALLE,S/N,CARABANCHEL,40.378270955401405,-3.754424500702019
Instalación Deportiva Municipal Básica Parque Gabriela Mistral,1 pista de baloncesto.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=989d6ddd521d4310VgnVCM2000000c205a0aRCRD,ROSALIA DE CASTRO,CALLE,69,FUENCARRAL-EL PARDO,40.48446752254184,-3.7336783173806616
Instalación Deportiva Municipal Básica Parque General García Escámez,1 Pista de Baloncesto,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0a5916f218ea2110VgnVCM2000000c205a0aRCRD,ANSELMO LORENZO,CALLE,,LATINA,40.38272961974866,-3.769589261985271
Instalación Deportiva Municipal Básica Parque Huerta de la Salud,1 Pista chito2 Pistas de bolos y petanca,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dcd700c061aa5310VgnVCM2000000c205a0aRCRD,MAR DE LAS ANTILLAS,CALLE,10,HORTALEZA,40.475722025270905,-3.646658003339625
Instalación Deportiva Municipal Básica Parque Huerta del Obispo,2 Pistas de baloncesto1 Pista de patinaje,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e1e00f058a61110VgnVCM1000000b205a0aRCRD,JUAN PEÑALVER,CALLE,34,VILLAVERDE,40.346421062891125,-3.713682325360813
Instalación Deportiva Municipal Básica Parque Juan Pablo II (rugby),1 Campo de rugby (césped artificial),2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f178271751b88810VgnVCM1000001d4a900aRCRD,PICEAS,AVENIDA,13,HORTALEZA,40.45716098978023,-3.61980435885098
